DeviceTag: 5,FirmwareVersion: 2.4.0,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2023-08-10 15:40:58.082,© Movella Technologies B.V. 2005-2023
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
10676158,0.9999,-0.0073,0.0086,-0.0005,-0.0008,-0.0273,0.1683,0
10676325,0.9999,-0.0073,0.0086,-0.0005,-0.0134,0.0011,0.1748,0
10676491,0.9999,-0.0073,0.0086,-0.0005,0.0001,-0.0055,0.1517,0
10676658,0.9999,-0.0073,0.0086,-0.0005,-0.0006,0.0087,0.1670,0
10676825,0.9999,-0.0073,0.0086,-0.0005,-0.0106,-0.0075,0.1683,0
10676991,0.9999,-0.0073,0.0086,-0.0005,0.0026,-0.0012,0.1770,0
10677158,0.9999,-0.0073,0.0086,-0.0005,-0.0162,-0.0012,0.1655,0
10677325,0.9999,-0.0073,0.0086,-0.0005,0.0001,-0.0119,0.1725,0
10677491,0.9999,-0.0073,0.0086,-0.0005,-0.0145,0.0012,0.1648,0
10677658,0.9999,-0.0073,0.0086,-0.0005,-0.0120,-0.0070,0.1712,0
10677825,0.9999,-0.0073,0.0086,-0.0005,0.0056,-0.0036,0.2088,0
10677992,0.9999,-0.0073,0.0086,-0.0005,-0.0007,-0.0027,0.1736,0
10678158,0.9999,-0.0073,0.0086,-0.0006,0.0167,-0.0101,0.1657,0
10678325,0.9999,-0.0073,0.0086,-0.0006,0.0081,0.0049,0.1756,0
10678492,0.9999,-0.0073,0.0086,-0.0006,-0.0002,-0.0172,0.1718,0
10678658,0.9999,-0.0073,0.0086,-0.0006,0.0062,-0.0127,0.1794,0
10678825,0.9999,-0.0073,0.0086,-0.0006,-0.0117,-0.0092,0.1719,0
10678992,0.9999,-0.0073,0.0086,-0.0006,0.0041,-0.0031,0.1765,0
10679158,0.9999,-0.0073,0.0086,-0.0006,0.0085,-0.0107,0.1625,0
10679325,0.9999,-0.0073,0.0086,-0.0006,-0.0025,-0.0046,0.1799,0
10679492,0.9999,-0.0072,0.0086,-0.0006,0.0003,-0.0143,0.1585,0
10679658,0.9999,-0.0072,0.0086,-0.0006,-0.0076,-0.0124,0.1747,0
10679825,0.9999,-0.0072,0.0086,-0.0006,0.0007,-0.0065,0.1642,0
10679992,0.9999,-0.0072,0.0086,-0.0006,-0.0030,-0.0115,0.1663,0
10680158,0.9999,-0.0072,0.0086,-0.0006,0.0138,-0.0102,0.1929,0
10680325,0.9999,-0.0072,0.0086,-0.0006,0.0051,-0.0108,0.1455,0
10680492,0.9999,-0.0072,0.0086,-0.0006,0.0218,-0.0031,0.1558,0
10680658,0.9999,-0.0072,0.0086,-0.0006,0.0087,-0.0163,0.1676,0
10680825,0.9999,-0.0072,0.0086,-0.0006,-0.0016,-0.0134,0.1894,0
10680992,0.9999,-0.0072,0.0086,-0.0006,-0.0069,-0.0003,0.1615,0
10681158,0.9999,-0.0072,0.0086,-0.0006,0.0163,0.0051,0.1571,0
10681325,0.9999,-0.0072,0.0086,-0.0006,0.0104,0.0042,0.1747,0
10681492,0.9999,-0.0072,0.0086,-0.0006,0.0062,-0.0130,0.1808,0
10681658,0.9999,-0.0072,0.0086,-0.0006,0.0046,-0.0215,0.1519,0
10681825,0.9999,-0.0072,0.0086,-0.0006,-0.0110,0.0020,0.1652,0
10681992,0.9999,-0.0072,0.0086,-0.0006,-0.0016,-0.0036,0.1553,0
10682158,0.9999,-0.0072,0.0086,-0.0006,0.0067,-0.0198,0.1923,0
10682325,0.9999,-0.0072,0.0086,-0.0006,-0.0071,-0.0103,0.1537,0
10682492,0.9999,-0.0072,0.0086,-0.0006,0.0006,-0.0082,0.1818,0
10682658,0.9999,-0.0072,0.0086,-0.0006,0.0008,-0.0202,0.1660,0
10682825,0.9999,-0.0072,0.0086,-0.0006,0.0067,-0.0188,0.1758,0
10682992,0.9999,-0.0072,0.0086,-0.0006,0.0129,-0.0190,0.1834,0
10683158,0.9999,-0.0072,0.0086,-0.0006,0.0014,-0.0083,0.1831,0
10683325,0.9999,-0.0072,0.0086,-0.0006,-0.0001,-0.0070,0.1936,0
10683492,0.9999,-0.0072,0.0086,-0.0006,0.0129,-0.0068,0.1897,0
10683658,0.9999,-0.0072,0.0086,-0.0006,0.0094,-0.0186,0.1666,0
10683825,0.9999,-0.0072,0.0086,-0.0006,0.0138,-0.0102,0.1796,0
10683992,0.9999,-0.0072,0.0086,-0.0006,-0.0018,-0.0299,0.1683,0
10684158,0.9999,-0.0072,0.0086,-0.0006,-0.0028,-0.0037,0.1853,0
10684325,0.9999,-0.0072,0.0086,-0.0006,0.0187,0.0027,0.1684,0
10684492,0.9999,-0.0072,0.0086,-0.0006,-0.0004,-0.0056,0.1604,0
10684658,0.9999,-0.0072,0.0086,-0.0006,0.0008,-0.0166,0.1630,0
10684825,0.9999,-0.0072,0.0086,-0.0006,-0.0004,-0.0097,0.1772,0
10684992,0.9999,-0.0072,0.0086,-0.0006,0.0013,-0.0046,0.1812,0
10685158,0.9999,-0.0072,0.0086,-0.0006,0.0022,-0.0091,0.1482,0
10685325,0.9999,-0.0072,0.0086,-0.0006,0.0013,-0.0086,0.1480,0
10685492,0.9999,-0.0072,0.0086,-0.0006,-0.0030,0.0043,0.1619,0
10685658,0.9999,-0.0072,0.0086,-0.0006,-0.0078,-0.0104,0.1559,0
10685825,0.9999,-0.0072,0.0086,-0.0006,0.0090,-0.0198,0.1757,0
10685992,0.9999,-0.0072,0.0086,-0.0006,0.0085,-0.0106,0.1798,0
10686158,0.9999,-0.0072,0.0086,-0.0006,0.0125,-0.0128,0.1613,0
10686325,0.9999,-0.0072,0.0086,-0.0006,0.0159,-0.0169,0.1706,0
10686492,0.9999,-0.0072,0.0086,-0.0006,-0.0029,-0.0018,0.1720,0
10686658,0.9999,-0.0072,0.0086,-0.0006,0.0022,-0.0182,0.1540,0
10686825,0.9999,-0.0072,0.0086,-0.0006,0.0015,-0.0191,0.1748,0
10686992,0.9999,-0.0072,0.0086,-0.0006,-0.0001,-0.0104,0.1910,0
10687158,0.9999,-0.0072,0.0086,-0.0006,0.0045,-0.0051,0.1666,0
10687325,0.9999,-0.0072,0.0086,-0.0006,-0.0102,-0.0113,0.1650,0
10687492,0.9999,-0.0072,0.0086,-0.0006,0.0112,-0.0197,0.1473,0
10687658,0.9999,-0.0074,0.0087,-0.0005,0.0014,-0.0132,0.1621,0
10687825,0.9999,-0.0074,0.0087,-0.0005,-0.0156,-0.0170,0.1648,0
10687992,0.9999,-0.0074,0.0087,-0.0005,-0.0083,0.0044,0.1787,0
10688158,0.9999,-0.0074,0.0087,-0.0005,-0.0060,-0.0092,0.1791,0
10688325,0.9999,-0.0074,0.0087,-0.0005,-0.0022,-0.0110,0.1860,0
10688492,0.9999,-0.0074,0.0087,-0.0005,0.0044,-0.0029,0.1800,0
10688658,0.9999,-0.0074,0.0087,-0.0005,0.0093,-0.0017,0.1758,0
10688825,0.9999,-0.0074,0.0087,-0.0005,0.0077,-0.0055,0.1715,0
10688992,0.9999,-0.0074,0.0087,-0.0005,0.0182,-0.0126,0.1746,0
10689158,0.9999,-0.0074,0.0087,-0.0005,0.0099,0.0001,0.1874,0
10689325,0.9999,-0.0074,0.0087,-0.0005,-0.0085,-0.0004,0.1642,0
10689492,0.9999,-0.0074,0.0087,-0.0005,-0.0001,-0.0127,0.1837,0
10689658,0.9999,-0.0074,0.0087,-0.0005,-0.0054,0.0117,0.1846,0
10689825,0.9999,-0.0074,0.0087,-0.0005,-0.0056,-0.0126,0.1839,0
10689992,0.9999,-0.0074,0.0087,-0.0005,-0.0039,0.0023,0.1683,0
10690158,0.9999,-0.0074,0.0087,-0.0005,-0.0070,-0.0062,0.1774,0
10690325,0.9999,-0.0074,0.0087,-0.0005,0.0086,0.0147,0.1472,0
10690492,0.9999,-0.0074,0.0087,-0.0005,0.0096,-0.0057,0.1628,0
10690658,0.9999,-0.0074,0.0087,-0.0005,0.0040,-0.0011,0.1740,0
10690825,0.9999,-0.0074,0.0087,-0.0005,-0.0063,-0.0103,0.1680,0
10690992,0.9999,-0.0074,0.0087,-0.0005,0.0184,-0.0073,0.1842,0
10691158,0.9999,-0.0074,0.0087,-0.0005,-0.0035,-0.0021,0.1816,0
10691325,0.9999,-0.0074,0.0087,-0.0005,-0.0009,-0.0032,0.1938,0
10691492,0.9999,-0.0074,0.0087,-0.0005,-0.0036,-0.0073,0.1792,0
10691658,0.9999,-0.0074,0.0087,-0.0006,-0.0087,0.0041,0.1752,0
10691825,0.9999,-0.0074,0.0087,-0.0006,0.0126,-0.0060,0.1800,0
10691992,0.9999,-0.0074,0.0087,-0.0006,0.0090,-0.0036,0.1689,0
10692158,0.9999,-0.0074,0.0087,-0.0006,-0.0077,-0.0042,0.1693,0
10692325,0.9999,-0.0074,0.0087,-0.0006,0.0156,-0.0086,0.1731,0
10692492,0.9999,-0.0074,0.0087,-0.0006,0.0061,-0.0124,0.1726,0
10692658,0.9999,-0.0074,0.0087,-0.0006,-0.0032,-0.0056,0.1709,0
10692825,0.9999,-0.0074,0.0087,-0.0006,0.0059,-0.0034,0.1722,0
10692992,0.9999,-0.0074,0.0087,-0.0006,-0.0065,0.0111,0.1553,0
10693158,0.9999,-0.0074,0.0087,-0.0006,0.0033,-0.0219,0.1954,0
10693325,0.9999,-0.0074,0.0087,-0.0006,-0.0026,-0.0064,0.1590,0
10693492,0.9999,-0.0074,0.0087,-0.0006,0.0054,-0.0091,0.1712,0
10693658,0.9999,-0.0074,0.0087,-0.0006,0.0002,-0.0144,0.1697,0
10693825,0.9999,-0.0074,0.0087,-0.0006,0.0184,0.0059,0.1516,0
10693992,0.9999,-0.0074,0.0087,-0.0006,0.0027,0.0013,0.2046,0
10694158,0.9999,-0.0074,0.0087,-0.0006,0.0001,-0.0049,0.1678,0
10694325,0.9999,-0.0074,0.0087,-0.0006,0.0143,0.0011,0.1625,0
10694492,0.9999,-0.0074,0.0087,-0.0006,0.0026,0.0046,0.2023,0
10694659,0.9999,-0.0074,0.0087,-0.0006,0.0091,0.0077,0.1601,0
10694825,0.9999,-0.0074,0.0087,-0.0006,0.0200,-0.0200,0.1696,0
10694992,0.9999,-0.0074,0.0087,-0.0006,0.0060,0.0049,0.2089,0
10695159,0.9999,-0.0074,0.0087,-0.0006,0.0012,-0.0101,0.1435,0
10695325,0.9999,-0.0074,0.0087,-0.0006,0.0003,-0.0028,0.1924,0
10695492,0.9999,-0.0074,0.0087,-0.0006,-0.0077,-0.0083,0.1899,0
10695659,0.9999,-0.0074,0.0087,-0.0006,-0.0039,-0.0035,0.1542,0
10695825,0.9999,-0.0074,0.0087,-0.0006,-0.0004,0.0015,0.1827,0
10695992,0.9999,-0.0074,0.0087,-0.0006,0.0030,-0.0000,0.1650,0
10696159,0.9999,-0.0074,0.0087,-0.0006,-0.0057,0.0071,0.1826,0
10696325,0.9999,-0.0074,0.0087,-0.0006,0.0000,-0.0059,0.1804,0
10696492,0.9999,-0.0074,0.0087,-0.0006,0.0010,-0.0018,0.1619,0
10696659,0.9999,-0.0074,0.0087,-0.0006,-0.0013,0.0116,0.1834,0
10696825,0.9999,-0.0074,0.0087,-0.0006,-0.0064,-0.0107,0.1852,0
10696992,0.9999,-0.0074,0.0087,-0.0006,0.0102,-0.0085,0.1526,0
10697159,0.9999,-0.0074,0.0087,-0.0006,0.0074,-0.0104,0.1898,0
10697325,0.9999,-0.0074,0.0087,-0.0006,0.0027,-0.0052,0.1451,0
10697492,0.9999,-0.0074,0.0087,-0.0006,0.0144,-0.0082,0.1404,0
10697659,0.9999,-0.0074,0.0087,-0.0006,-0.0006,-0.0099,0.1757,0
10697825,0.9999,-0.0074,0.0087,-0.0006,0.0052,-0.0116,0.1584,0
10697992,0.9999,-0.0074,0.0087,-0.0006,0.0178,-0.0228,0.1795,0
10698159,0.9999,-0.0074,0.0087,-0.0006,0.0009,-0.0091,0.1803,0
10698325,0.9999,-0.0074,0.0087,-0.0006,-0.0088,-0.0033,0.1569,0
10698492,0.9999,-0.0074,0.0087,-0.0006,-0.0064,-0.0145,0.1754,0
10698659,0.9999,-0.0074,0.0087,-0.0006,0.0164,-0.0029,0.1635,0
10698825,0.9999,-0.0074,0.0087,-0.0006,0.0094,-0.0010,0.1800,0
10698992,0.9999,-0.0074,0.0087,-0.0006,0.0099,-0.0201,0.1757,0
10699159,0.9999,-0.0074,0.0087,-0.0006,0.0086,-0.0003,0.1536,0
10699325,0.9999,-0.0074,0.0087,-0.0006,0.0058,-0.0032,0.1667,0
10699492,0.9999,-0.0074,0.0087,-0.0006,0.0042,-0.0058,0.1755,0
10699659,0.9999,-0.0074,0.0087,-0.0005,-0.0105,-0.0310,0.1613,0
10699825,0.9999,-0.0074,0.0087,-0.0005,0.0037,-0.0100,0.1844,0
10699992,0.9999,-0.0074,0.0087,-0.0005,-0.0075,-0.0113,0.1672,0
10700159,0.9999,-0.0074,0.0087,-0.0005,0.0110,-0.0065,0.1764,0
10700325,0.9999,-0.0074,0.0087,-0.0005,0.0074,-0.0068,0.1825,0
10700492,0.9999,-0.0074,0.0088,-0.0005,0.0108,-0.0003,0.1781,0
10700659,0.9999,-0.0073,0.0088,-0.0005,0.0081,-0.0053,0.1548,0
10700825,0.9999,-0.0073,0.0088,-0.0005,0.0086,-0.0118,0.1779,0
10700992,0.9999,-0.0073,0.0088,-0.0005,0.0004,-0.0165,0.1623,0
10701159,0.9999,-0.0073,0.0088,-0.0005,0.0069,-0.0187,0.1503,0
10701325,0.9999,-0.0074,0.0088,-0.0005,0.0087,-0.0211,0.2005,0
10701492,0.9999,-0.0074,0.0088,-0.0005,0.0039,-0.0102,0.1665,0
10701659,0.9999,-0.0074,0.0087,-0.0005,0.0168,0.0048,0.1766,0
10701825,0.9999,-0.0074,0.0087,-0.0005,-0.0127,-0.0009,0.1915,0
10701992,0.9999,-0.0074,0.0087,-0.0006,0.0100,-0.0155,0.1535,0
10702159,0.9999,-0.0073,0.0087,-0.0006,0.0042,-0.0025,0.1932,0
10702325,0.9999,-0.0073,0.0087,-0.0006,0.0042,-0.0015,0.1839,0
10702492,0.9999,-0.0073,0.0087,-0.0006,0.0039,-0.0053,0.1726,0
10702659,0.9999,-0.0073,0.0088,-0.0005,-0.0156,-0.0078,0.1857,0
10702825,0.9999,-0.0073,0.0088,-0.0006,0.0088,-0.0094,0.1750,0
10702992,0.9999,-0.0073,0.0088,-0.0006,0.0140,-0.0187,0.1687,0
10703159,0.9999,-0.0073,0.0088,-0.0006,0.0066,-0.0094,0.1735,0
10703325,0.9999,-0.0074,0.0088,-0.0006,0.0282,-0.0097,0.1678,0
10703492,0.9999,-0.0074,0.0088,-0.0005,-0.0032,-0.0144,0.1721,0
10703659,0.9999,-0.0073,0.0088,-0.0005,0.0012,0.0063,0.1578,0
10703825,0.9999,-0.0074,0.0087,-0.0005,-0.0046,-0.0186,0.1762,0
10703992,0.9999,-0.0074,0.0087,-0.0005,-0.0081,-0.0033,0.1764,0
10704159,0.9999,-0.0074,0.0088,-0.0005,0.0111,-0.0116,0.1775,0
10704325,0.9999,-0.0074,0.0088,-0.0005,0.0046,0.0000,0.1678,0
10704492,0.9999,-0.0074,0.0088,-0.0005,0.0029,-0.0027,0.1734,0
10704659,0.9999,-0.0074,0.0088,-0.0005,0.0053,-0.0048,0.1621,0
10704825,0.9999,-0.0074,0.0087,-0.0005,0.0199,-0.0079,0.1699,0
10704992,0.9999,-0.0074,0.0087,-0.0005,0.0086,-0.0212,0.1783,0
10705159,0.9999,-0.0074,0.0087,-0.0005,0.0081,-0.0015,0.1549,0
10705325,0.9999,-0.0074,0.0088,-0.0005,0.0009,-0.0181,0.1660,0
10705492,0.9999,-0.0074,0.0088,-0.0005,-0.0088,-0.0213,0.1650,0
10705659,0.9999,-0.0074,0.0088,-0.0005,0.0033,-0.0057,0.1574,0
10705825,0.9999,-0.0074,0.0088,-0.0005,-0.0078,0.0082,0.1718,0
10705992,0.9999,-0.0074,0.0088,-0.0005,0.0081,0.0075,0.1861,0
10706159,0.9999,-0.0074,0.0088,-0.0005,-0.0094,-0.0057,0.1753,0
10706325,0.9999,-0.0074,0.0087,-0.0005,0.0031,-0.0160,0.1923,0
10706492,0.9999,-0.0074,0.0088,-0.0005,-0.0021,-0.0174,0.1562,0
10706659,0.9999,-0.0074,0.0088,-0.0005,-0.0055,0.0005,0.1545,0
10706825,0.9999,-0.0074,0.0088,-0.0005,-0.0073,0.0077,0.1730,0
10706992,0.9999,-0.0074,0.0088,-0.0005,0.0163,0.0090,0.1689,0
10707159,0.9999,-0.0074,0.0088,-0.0005,-0.0053,-0.0057,0.1876,0
10707325,0.9999,-0.0074,0.0088,-0.0005,0.0104,-0.0014,0.1804,0
10707492,0.9999,-0.0074,0.0088,-0.0005,0.0090,0.0064,0.1716,0
10707659,0.9999,-0.0074,0.0087,-0.0005,0.0030,-0.0006,0.1869,0
10707825,0.9999,-0.0074,0.0087,-0.0006,0.0046,0.0090,0.1744,0
10707992,0.9999,-0.0074,0.0087,-0.0006,0.0000,-0.0177,0.1595,0
10708159,0.9999,-0.0074,0.0087,-0.0006,-0.0002,-0.0146,0.1510,0
10708325,0.9999,-0.0074,0.0087,-0.0006,-0.0129,-0.0052,0.1567,0
10708492,0.9999,-0.0074,0.0087,-0.0006,0.0103,-0.0025,0.1702,0
10708659,0.9999,-0.0074,0.0087,-0.0006,-0.0036,0.0047,0.1740,0
10708825,0.9999,-0.0074,0.0087,-0.0005,-0.0066,-0.0110,0.1584,0
10708992,0.9999,-0.0074,0.0087,-0.0005,-0.0062,0.0101,0.1585,0
10709159,0.9999,-0.0074,0.0087,-0.0005,-0.0018,-0.0235,0.1904,0
10709325,0.9999,-0.0074,0.0087,-0.0005,0.0035,-0.0067,0.1674,0
10709492,0.9999,-0.0074,0.0087,-0.0006,-0.0117,-0.0001,0.1573,0
10709659,0.9999,-0.0074,0.0087,-0.0005,-0.0038,-0.0004,0.1697,0
10709825,0.9999,-0.0074,0.0087,-0.0005,-0.0116,0.0040,0.1752,0
10709992,0.9999,-0.0074,0.0087,-0.0006,0.0086,-0.0003,0.1672,0
10710159,0.9999,-0.0074,0.0087,-0.0006,0.0034,-0.0111,0.1549,0
10710325,0.9999,-0.0074,0.0087,-0.0006,-0.0080,0.0017,0.1560,0
10710492,0.9999,-0.0074,0.0087,-0.0005,0.0140,0.0066,0.1744,0
10710659,0.9999,-0.0074,0.0087,-0.0005,0.0019,0.0088,0.1974,0
10710825,0.9999,-0.0074,0.0087,-0.0005,0.0061,-0.0100,0.1699,0
10710992,0.9999,-0.0074,0.0087,-0.0005,-0.0046,-0.0032,0.1779,0
10711159,0.9999,-0.0074,0.0087,-0.0005,-0.0013,-0.0029,0.1800,0
10711326,0.9999,-0.0074,0.0087,-0.0005,0.0117,-0.0015,0.1553,0
10711492,0.9999,-0.0074,0.0087,-0.0005,-0.0017,-0.0023,0.1836,0
10711659,0.9999,-0.0074,0.0087,-0.0005,0.0048,-0.0109,0.1870,0
10711826,0.9999,-0.0074,0.0087,-0.0005,-0.0001,-0.0008,0.1745,0
10711992,0.9999,-0.0074,0.0087,-0.0006,-0.0007,0.0034,0.1786,0
10712159,0.9999,-0.0074,0.0087,-0.0006,-0.0102,-0.0072,0.1564,0
10712326,0.9999,-0.0074,0.0087,-0.0006,0.0040,-0.0169,0.1694,0
10712492,0.9999,-0.0074,0.0087,-0.0006,0.0098,-0.0115,0.1757,0
10712659,0.9999,-0.0074,0.0087,-0.0006,-0.0015,-0.0056,0.1531,0
10712826,0.9999,-0.0074,0.0087,-0.0006,0.0089,-0.0090,0.1834,0
10712992,0.9999,-0.0074,0.0087,-0.0006,0.0041,-0.0020,0.2001,0
10713159,0.9999,-0.0074,0.0087,-0.0006,0.0003,-0.0074,0.1716,0
10713326,0.9999,-0.0074,0.0087,-0.0006,0.0026,-0.0034,0.1552,0
10713492,0.9999,-0.0074,0.0087,-0.0006,-0.0079,-0.0015,0.1718,0
10713659,0.9999,-0.0074,0.0087,-0.0006,0.0167,-0.0004,0.1793,0
10713826,0.9999,-0.0074,0.0087,-0.0006,0.0024,0.0035,0.1744,0
10713992,0.9999,-0.0074,0.0087,-0.0006,-0.0045,-0.0125,0.1453,0
10714159,0.9999,-0.0074,0.0087,-0.0006,-0.0001,0.0039,0.1569,0
10714326,0.9999,-0.0074,0.0087,-0.0006,-0.0078,0.0073,0.1723,0
10714492,0.9999,-0.0074,0.0087,-0.0006,0.0134,-0.0012,0.1644,0
10714659,0.9999,-0.0074,0.0087,-0.0006,0.0033,-0.0086,0.1421,0
10714826,0.9999,-0.0074,0.0087,-0.0006,-0.0011,-0.0026,0.1852,0
10714992,0.9999,-0.0074,0.0087,-0.0006,0.0020,-0.0120,0.1933,0
10715159,0.9999,-0.0074,0.0087,-0.0006,-0.0008,-0.0128,0.1867,0
10715326,0.9999,-0.0074,0.0087,-0.0006,-0.0008,-0.0163,0.1704,0
10715492,0.9999,-0.0074,0.0087,-0.0005,-0.0020,-0.0039,0.1670,0
10715659,0.9999,-0.0074,0.0087,-0.0006,-0.0103,-0.0004,0.1796,0
10715826,0.9999,-0.0074,0.0087,-0.0006,-0.0051,-0.0040,0.1859,0
10715992,0.9999,-0.0074,0.0087,-0.0006,0.0071,0.0019,0.1449,0
10716159,0.9999,-0.0074,0.0087,-0.0006,-0.0089,-0.0091,0.1722,0
10716326,0.9999,-0.0074,0.0087,-0.0006,0.0040,-0.0044,0.1753,0
10716492,0.9999,-0.0074,0.0087,-0.0006,0.0028,-0.0113,0.1621,0
10716659,0.9999,-0.0074,0.0087,-0.0006,-0.0052,-0.0120,0.1678,0
10716826,0.9999,-0.0074,0.0087,-0.0006,0.0031,0.0045,0.1615,0
10716992,0.9999,-0.0074,0.0087,-0.0006,0.0032,-0.0099,0.1499,0
10717159,0.9999,-0.0074,0.0087,-0.0006,-0.0231,-0.0003,0.1844,0
10717326,0.9999,-0.0074,0.0087,-0.0006,0.0103,-0.0150,0.1679,0
10717492,0.9999,-0.0074,0.0087,-0.0006,0.0042,-0.0095,0.1812,0
10717659,0.9999,-0.0074,0.0087,-0.0006,0.0042,-0.0008,0.1556,0
10717826,0.9999,-0.0074,0.0087,-0.0006,-0.0028,-0.0047,0.1692,0
10717992,0.9999,-0.0074,0.0087,-0.0006,-0.0100,-0.0142,0.1858,0
10718159,0.9999,-0.0074,0.0087,-0.0006,0.0109,-0.0101,0.1659,0
10718326,0.9999,-0.0074,0.0087,-0.0006,0.0188,-0.0015,0.1768,0
10718492,0.9999,-0.0074,0.0087,-0.0005,0.0065,-0.0142,0.1663,0
10718659,0.9999,-0.0074,0.0087,-0.0005,0.0015,-0.0087,0.1738,0
10718826,0.9999,-0.0074,0.0087,-0.0005,0.0086,-0.0102,0.1559,0
10718992,0.9999,-0.0074,0.0087,-0.0005,0.0085,-0.0092,0.1743,0
10719159,0.9999,-0.0074,0.0088,-0.0005,-0.0103,-0.0133,0.1720,0
10719326,0.9999,-0.0074,0.0087,-0.0005,-0.0076,-0.0075,0.1757,0
10719492,0.9999,-0.0074,0.0087,-0.0005,0.0025,-0.0085,0.1590,0
10719659,0.9999,-0.0074,0.0088,-0.0005,-0.0031,0.0031,0.1766,0
10719826,0.9999,-0.0074,0.0088,-0.0005,-0.0003,-0.0175,0.1790,0
10719992,0.9999,-0.0074,0.0088,-0.0005,-0.0048,-0.0025,0.1739,0
10720159,0.9999,-0.0073,0.0087,-0.0005,-0.0158,-0.0163,0.1720,0
10720326,0.9999,-0.0073,0.0087,-0.0005,-0.0085,-0.0071,0.1864,0
10720492,0.9999,-0.0073,0.0087,-0.0005,0.0049,-0.0293,0.1716,0
10720659,0.9999,-0.0073,0.0088,-0.0005,-0.0018,-0.0222,0.1887,0
10720826,0.9999,-0.0074,0.0088,-0.0005,0.0011,-0.0133,0.1772,0
10720992,0.9999,-0.0074,0.0088,-0.0005,-0.0026,-0.0023,0.1692,0
10721159,0.9999,-0.0074,0.0088,-0.0005,0.0017,-0.0115,0.1771,0
10721326,0.9999,-0.0074,0.0088,-0.0005,-0.0049,-0.0217,0.1706,0
10721492,0.9999,-0.0074,0.0088,-0.0005,-0.0061,-0.0090,0.1650,0
10721659,0.9999,-0.0074,0.0088,-0.0005,-0.0037,-0.0028,0.1743,0
10721826,0.9999,-0.0074,0.0088,-0.0005,-0.0013,-0.0087,0.1779,0
10721992,0.9999,-0.0074,0.0088,-0.0005,0.0053,-0.0165,0.1725,0
10722159,0.9999,-0.0073,0.0088,-0.0005,0.0108,-0.0130,0.1719,0
10722326,0.9999,-0.0073,0.0088,-0.0005,-0.0020,-0.0170,0.1852,0
10722492,0.9999,-0.0073,0.0088,-0.0005,0.0063,-0.0153,0.1778,0
10722659,0.9999,-0.0073,0.0088,-0.0005,0.0040,-0.0066,0.1916,0
10722826,0.9999,-0.0073,0.0088,-0.0005,0.0044,0.0027,0.1770,0
10722992,0.9999,-0.0073,0.0088,-0.0005,0.0016,-0.0078,0.1567,0
10723159,0.9999,-0.0073,0.0088,-0.0005,0.0121,-0.0139,0.1640,0
10723326,0.9999,-0.0073,0.0087,-0.0005,-0.0075,-0.0070,0.1858,0
10723492,0.9999,-0.0073,0.0087,-0.0005,-0.0070,-0.0102,0.1702,0
10723659,0.9999,-0.0073,0.0087,-0.0005,0.0022,-0.0039,0.1857,0
10723826,0.9999,-0.0073,0.0088,-0.0005,0.0134,-0.0219,0.1793,0
10723992,0.9999,-0.0073,0.0088,-0.0005,-0.0060,-0.0084,0.1688,0
10724159,0.9999,-0.0073,0.0088,-0.0005,0.0013,-0.0032,0.1754,0
10724326,0.9999,-0.0073,0.0088,-0.0005,-0.0027,-0.0065,0.1825,0
10724492,0.9999,-0.0073,0.0088,-0.0005,0.0083,-0.0173,0.1644,0
10724659,0.9999,-0.0073,0.0088,-0.0005,0.0178,-0.0030,0.1805,0
10724826,0.9999,-0.0073,0.0088,-0.0005,0.0086,-0.0070,0.1652,0
10724992,0.9999,-0.0073,0.0087,-0.0005,0.0035,-0.0031,0.1802,0
10725159,0.9999,-0.0073,0.0088,-0.0005,0.0020,0.0007,0.1636,0
10725326,0.9999,-0.0073,0.0088,-0.0005,0.0098,-0.0033,0.1559,0
10725492,0.9999,-0.0073,0.0088,-0.0005,0.0067,-0.0045,0.1639,0
10725659,0.9999,-0.0073,0.0088,-0.0006,0.0134,-0.0129,0.1560,0
10725826,0.9999,-0.0073,0.0088,-0.0005,0.0145,-0.0105,0.1652,0
10725992,0.9999,-0.0073,0.0088,-0.0005,-0.0002,-0.0128,0.1495,0
10726159,0.9999,-0.0073,0.0088,-0.0005,-0.0013,-0.0084,0.1667,0
10726326,0.9999,-0.0073,0.0088,-0.0005,0.0059,0.0115,0.1776,0
10726492,0.9999,-0.0073,0.0088,-0.0005,0.0069,0.0005,0.1561,0
10726659,0.9999,-0.0073,0.0088,-0.0005,0.0094,-0.0222,0.1687,0
10726826,0.9999,-0.0073,0.0088,-0.0005,-0.0055,0.0030,0.1529,0
10726992,0.9999,-0.0073,0.0088,-0.0005,-0.0060,-0.0044,0.1573,0
10727159,0.9999,-0.0073,0.0088,-0.0005,0.0087,-0.0051,0.1881,0
10727326,0.9999,-0.0073,0.0088,-0.0005,0.0017,-0.0046,0.1760,0
10727492,0.9999,-0.0073,0.0088,-0.0005,0.0052,-0.0075,0.1763,0
10727659,0.9999,-0.0074,0.0086,-0.0006,0.0074,-0.0042,0.1662,0
10727826,0.9999,-0.0074,0.0086,-0.0005,0.0102,-0.0055,0.1771,0
