SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
6359206,0.8728,-0.3568,0.1676,-0.2878,-0.1399,-0.2273,0.0859,0
6359706,0.8694,-0.3613,0.1706,-0.2906,0.0788,0.0941,-0.0489,0
6360206,0.8686,-0.3609,0.1726,-0.2925,-0.0584,-0.0094,0.0497,0
6360707,0.8679,-0.3605,0.1743,-0.294,0.0564,-0.03,-0.0669,0
6361207,0.8673,-0.36,0.1759,-0.2953,0.0356,-0.0567,0.0274,0
6361707,0.8667,-0.3597,0.1773,-0.2968,0.0751,-0.0309,-0.0028,0
6362207,0.8659,-0.3598,0.1789,-0.2979,0.0094,-0.0549,0.0144,0
6362707,0.8653,-0.3601,0.1802,-0.2986,0.0063,-0.0926,-0.0218,0
6363207,0.8648,-0.3599,0.1818,-0.2994,0.0641,-0.0414,0.0384,0
6363707,0.8641,-0.3601,0.1835,-0.3,0.0725,-0.0376,0.0215,0
6364207,0.8633,-0.3608,0.185,-0.3006,-0.1245,-0.2443,0.117,0
6364707,0.8629,-0.3597,0.1869,-0.3017,-0.0388,0.0133,0.0693,0
6365207,0.8627,-0.3587,0.1874,-0.3033,0.1708,-0.1298,-0.1266,0
6365707,0.8623,-0.3591,0.188,-0.3034,-0.0407,-0.4905,-0.0024,0
6366207,0.8626,-0.3563,0.189,-0.3053,0.2315,0.3277,0.0195,0
6366707,0.862,-0.3569,0.1899,-0.3057,-0.0521,-0.2951,0.0285,0
6367207,0.8623,-0.3552,0.19,-0.3069,0.3024,-0.0545,-0.067,0
6367707,0.8622,-0.3548,0.1907,-0.3073,0.1177,-0.1208,0.1427,0
6368207,0.8621,-0.3543,0.1913,-0.3078,0.1113,-0.077,-0.1586,0
6368707,0.8621,-0.3534,0.192,-0.3083,0.1719,-0.0955,0.052,0
6369207,0.8619,-0.353,0.1929,-0.3089,0.1991,-0.1259,-0.0235,0
6369707,0.8616,-0.3527,0.1937,-0.3093,0.0652,-0.2364,-0.0239,0
6370207,0.8616,-0.3518,0.1943,-0.31,0.1504,-0.1362,-0.0212,0
6370707,0.8616,-0.3511,0.1951,-0.3103,0.1503,-0.2073,-0.0113,0
6371207,0.8611,-0.3514,0.197,-0.3102,0.1847,-0.1004,-0.0399,0
6371707,0.8594,-0.3548,0.1989,-0.3097,0.2395,0.317,0.2706,0
6372207,0.8518,-0.3749,0.1979,-0.3077,-0.1382,1.1296,2.907,0
6372707,0.8411,-0.4003,0.1877,-0.3117,0.5898,0.8396,3.8264,0
6373207,0.8426,-0.3997,0.1566,-0.3252,2.5658,1.7994,3.5105,0
6373707,0.844,-0.3951,0.1129,-0.3447,2.3648,0.8765,2.355,0
6374207,0.849,-0.3752,0.0566,-0.3676,0.9701,0.3369,2.3735,0
6374707,0.8592,-0.3333,-0.0084,-0.3881,-0.1124,-0.3262,1.9184,0
6375207,0.8632,-0.2919,-0.069,-0.4062,-1.3379,-0.9511,1.8249,0
6375707,0.8651,-0.2417,-0.1307,-0.4196,-0.7451,-1.115,-0.0661,0
6376207,0.8628,-0.1994,-0.1878,-0.4248,-1.3433,-1.213,0.2475,0
6376707,0.8571,-0.1595,-0.2478,-0.4225,1.251,-1.1192,-1.1247,0
6377207,0.8508,-0.1452,-0.2839,-0.4177,-0.2796,-1.3472,-1.124,0
6377707,0.8492,-0.1251,-0.3161,-0.4041,-0.2217,-1.2889,-1.4502,0
6378207,0.8508,-0.1022,-0.3438,-0.3841,-0.2849,-1.1997,-1.9171,0
6378707,0.8509,-0.0989,-0.3589,-0.3706,0.4734,-0.7931,-3.068,0
6379207,0.8522,-0.1057,-0.3646,-0.36,-0.2155,-0.5812,-4.3113,0
6379707,0.8519,-0.1118,-0.3707,-0.3527,-0.3842,-0.3848,-4.6857,0
6380207,0.8479,-0.1242,-0.3715,-0.3571,-0.5332,-0.6264,-4.9491,0
6380707,0.8423,-0.1293,-0.3755,-0.3645,-0.5459,-0.4938,-4.1799,0
6381207,0.837,-0.1297,-0.3748,-0.377,-0.5703,-0.8395,-2.536,0
6381707,0.8348,-0.1194,-0.3726,-0.3874,-0.8616,-0.6567,-1.7264,0
6382207,0.833,-0.1077,-0.3713,-0.3959,-0.1068,-0.287,-0.2228,0
6382707,0.8298,-0.1135,-0.361,-0.4101,0.7492,-0.4461,0.1829,0
6383207,0.8288,-0.1269,-0.3468,-0.4203,0.5748,-0.5047,-0.5646,0
6383707,0.8311,-0.142,-0.3349,-0.4206,1.2773,-0.2854,-0.6159,0
6384207,0.8349,-0.1756,-0.3132,-0.4172,1.2287,-0.2214,-0.2821,0
6384707,0.8422,-0.2126,-0.2887,-0.4027,0.5198,-0.4779,-0.2772,0
6385207,0.8531,-0.249,-0.2613,-0.3766,0.8442,-0.5947,0.157,0
6385707,0.8585,-0.3024,-0.2238,-0.3484,-0.7958,-0.8634,1.6155,0
6386207,0.863,-0.3395,-0.1962,-0.3185,-0.0958,-0.3615,2.6046,0
6386707,0.8645,-0.3664,-0.1753,-0.296,0.7905,-0.572,4.0563,0
6387207,0.8673,-0.3728,-0.1625,-0.2871,1.7013,0.5196,4.6053,0
6387707,0.8705,-0.3618,-0.1611,-0.292,1.9887,0.6091,4.0363,0
6388207,0.8719,-0.3425,-0.169,-0.3065,0.8087,-0.2333,3.1484,0
6388707,0.8729,-0.3122,-0.1864,-0.3253,0.1924,-0.4612,2.3904,0
6389207,0.8726,-0.2736,-0.211,-0.3453,0.0199,-0.3015,1.6252,0
6389707,0.8686,-0.239,-0.237,-0.3637,0.4687,-0.3113,0.9265,0
6390207,0.8634,-0.2143,-0.2577,-0.377,-0.0294,-0.107,0.2384,0
6390707,0.8594,-0.1945,-0.2775,-0.3829,-0.5522,-0.5436,-0.4422,0
6391207,0.8551,-0.1805,-0.2959,-0.3855,-0.8123,-0.6546,-0.3563,0
6391707,0.8513,-0.166,-0.3178,-0.383,0.0732,-0.4149,-0.3895,0
6392207,0.8488,-0.1527,-0.3382,-0.3766,0.1368,-0.6359,-0.5471,0
6392707,0.847,-0.1487,-0.3515,-0.3701,0.5682,-0.369,-0.7727,0
6393207,0.8471,-0.1461,-0.3633,-0.3594,-0.1407,-0.8029,-1.0649,0
6393707,0.8464,-0.1468,-0.3732,-0.3505,-0.4153,-0.7188,-1.3713,0
6394207,0.844,-0.1477,-0.3842,-0.3438,-0.0521,-0.8115,-1.6509,0
6394707,0.8405,-0.149,-0.3951,-0.3396,0.3146,-0.3807,-2.4797,0
6395207,0.8346,-0.156,-0.4026,-0.3421,0.5272,-0.2883,-3.367,0
