SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
36809088,0.8874,-0.023,0.4048,0.2192,0.0523,-0.0226,-0.1258,0
36809255,0.8875,-0.0233,0.4046,0.2193,0.0336,0.0089,-0.0924,0
36809755,0.8874,-0.0233,0.4046,0.2198,-0.0187,0.0062,-0.0555,0
36810255,0.8872,-0.0233,0.4048,0.2202,0.0109,-0.0599,-0.1107,0
36810755,0.8871,-0.0229,0.405,0.22,-0.0178,0.0223,-0.1152,0
36811255,0.887,-0.0226,0.4053,0.2201,0.0236,-0.0151,-0.0792,0
36811755,0.8869,-0.0224,0.4056,0.2201,0.0455,-0.0205,-0.076,0
36812255,0.8868,-0.022,0.4058,0.22,0.0622,-0.0699,-0.1196,0
36812755,0.8868,-0.0214,0.406,0.2198,0.0534,-0.011,-0.109,0
36813255,0.8868,-0.0209,0.4062,0.2195,0.0342,-0.0214,-0.1091,0
36813755,0.8868,-0.0203,0.4064,0.2191,0.0332,-0.0267,-0.121,0
36814255,0.8868,-0.0198,0.4065,0.2188,0.0397,-0.0301,-0.1158,0
36814755,0.8869,-0.0193,0.4067,0.2182,0.0056,-0.073,-0.0978,0
36815255,0.887,-0.0191,0.4068,0.2177,-0.0375,-0.0261,0.0774,0
36815755,0.8871,-0.02,0.4066,0.2174,-0.0921,0.0409,0.345,0
36816255,0.8873,-0.0232,0.4062,0.2171,-0.1989,-0.0162,0.1737,0
36816755,0.8894,-0.0276,0.4005,0.2188,0.0649,0.3099,-0.0802,0
36817255,0.89,-0.0313,0.3959,0.224,1.1506,-0.9084,-1.4287,0
36817755,0.8883,-0.028,0.398,0.2273,0.0739,0.1605,-0.6694,0
36818255,0.8833,-0.0309,0.406,0.2324,-0.4272,-0.0836,-0.0581,0
36818755,0.8772,-0.0444,0.4147,0.2379,0.013,-0.369,0.2516,0
36819255,0.8723,-0.0554,0.4218,0.2412,-0.0516,-0.1307,0.342,0
36819755,0.8698,-0.0581,0.4248,0.244,0.0002,-0.0085,-0.1275,0
36820255,0.8688,-0.0534,0.4267,0.2454,0.1714,0.0208,-0.1656,0
36820755,0.8686,-0.0481,0.4274,0.2459,0.1855,0.0496,-0.1354,0
36821255,0.8677,-0.0485,0.4276,0.2489,0.6325,-0.2981,-0.0713,0
