SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
5356681,0.559,0.4866,-0.4184,-0.5251,0.0008,-0.0135,-0.0859,0
5357181,0.5596,0.4862,-0.4187,-0.5245,-0.0228,-0.0009,-0.0619,0
5357681,0.5599,0.4861,-0.4188,-0.5242,-0.0213,0.0125,-0.0707,0
5358181,0.5602,0.4859,-0.4188,-0.524,-0.018,-0.0005,-0.0934,0
5358681,0.5603,0.4861,-0.419,-0.5235,-0.0151,0.0042,-0.0521,0
5359181,0.5605,0.486,-0.4192,-0.5233,-0.0461,0.0504,-0.0805,0
5359681,0.5614,0.4868,-0.4188,-0.522,-0.0156,0.0127,-0.058,0
5360181,0.5619,0.4868,-0.4188,-0.5215,-0.0237,-0.015,-0.0771,0
5360681,0.562,0.4867,-0.419,-0.5212,-0.0194,0.0196,-0.0575,0
5361181,0.5624,0.4868,-0.4191,-0.5207,-0.0393,0.0454,-0.0869,0
5361681,0.5627,0.487,-0.4194,-0.5199,-0.0226,0.0457,-0.08,0
5362181,0.5633,0.4867,-0.4193,-0.5196,-0.1088,0.0357,-0.0601,0
5362681,0.5634,0.4871,-0.4198,-0.5187,-0.0201,0.0524,-0.0754,0
5363181,0.5639,0.4871,-0.4198,-0.5183,-0.0271,0.0411,-0.0808,0
5363681,0.5638,0.4872,-0.4202,-0.518,-0.0394,0.0362,-0.0706,0
5364181,0.5641,0.4872,-0.4201,-0.5176,-0.0467,0.0297,-0.0932,0
5364681,0.5653,0.4869,-0.4201,-0.5166,-0.0807,0.0692,-0.2228,0
5365181,0.5693,0.4837,-0.4208,-0.5147,-0.0696,0.0034,-0.1491,0
5365681,0.5768,0.4784,-0.42,-0.5118,-1.2045,-0.4224,-0.1865,0
5366181,0.5451,0.5109,-0.4491,-0.49,-0.1681,-0.4107,1.0831,0
5366681,0.4601,0.5848,-0.4972,-0.4462,4.0401,-2.1028,7.5327,0
5367181,0.4411,0.596,-0.4431,-0.5039,0.8686,-0.6552,0.3755,0
5367681,0.3624,0.6452,-0.4146,-0.5297,-0.4546,0.4114,-0.9201,0
5368181,0.3057,0.6727,-0.3689,-0.5639,0.1566,-1.7712,-0.3272,0
5368681,0.3398,0.6545,-0.2626,-0.6222,1.0871,5.0238,-7.149,0
5369181,0.3195,0.6707,-0.2753,-0.6102,-1.8799,2.1131,-3.7576,0
5369681,0.3329,0.6698,-0.2962,-0.594,-1.3555,0.8452,-2.9423,0
5370181,0.347,0.6744,-0.3354,-0.5588,-1.187,-0.1307,-0.0647,0
5370681,0.3597,0.6814,-0.3724,-0.5174,0.4449,0.2901,0.0895,0
5371181,0.3378,0.7013,-0.4177,-0.4685,-0.888,-3.2348,5.4783,0
5371681,0.4073,0.6748,-0.3849,-0.4803,1.8189,2.7431,-4.1611,0
5372181,0.3979,0.691,-0.4205,-0.4329,-3.1532,-3.3583,2.0497,0
5372681,0.4441,0.679,-0.4075,-0.4192,-0.7993,0.4894,-1.9631,0
5373181,0.4384,0.6885,-0.4023,-0.4146,2.4633,0.5968,4.6948,0
5373681,0.4916,0.6542,-0.3801,-0.4311,-0.4716,1.3278,-0.2657,0
5374181,0.5033,0.647,-0.3787,-0.4298,-0.409,0.4553,0.1889,0
5374681,0.5149,0.638,-0.3787,-0.4293,-0.493,0.2042,-0.3937,0
5375181,0.521,0.6326,-0.3809,-0.4281,-0.2553,-0.6767,-0.0522,0
5375681,0.5089,0.6382,-0.3866,-0.4293,0.2717,0.2045,0.3968,0
5376181,0.4425,0.6854,-0.413,-0.4047,5.6296,1.384,3.0332,0
5376681,0.3069,0.7407,-0.4598,-0.3819,-1.914,-1.8883,7.3761,0
5377181,0.3316,0.7269,-0.3895,-0.4583,3.0517,1.0253,-2.0091,0
5377681,0.3141,0.7195,-0.3464,-0.5134,1.2788,0.106,-1.0217,0
5378181,0.3075,0.7031,-0.2986,-0.5674,0.9885,0.973,-2.4345,0
5378681,0.3188,0.6735,-0.2505,-0.6181,-1.0891,-0.5851,-2.6334,0
5379181,0.3373,0.654,-0.2168,-0.6415,-1.0267,0.2251,-1.7284,0
5379681,0.3479,0.6443,-0.2018,-0.6505,-0.9739,1.5975,-1.6165,0
5380181,0.3527,0.6464,-0.2022,-0.6458,-2.2525,1.0847,-1.2586,0
5380681,0.3651,0.6527,-0.2059,-0.6311,-0.8272,1.0403,-0.2978,0
5381181,0.3833,0.6546,-0.2119,-0.6162,-0.6299,1.3017,-1.8734,0
5381681,0.4013,0.6623,-0.2359,-0.5871,-1.6074,-0.3533,-1.9242,0
