SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
22760021,-0.2443,-0.2332,-0.6894,0.6409,-0.7032,-0.1407,-0.2342,0
22760521,0.2491,0.2223,0.6756,-0.6573,-0.3682,-0.5428,0.8533,0
22761021,0.2582,0.2133,0.6626,-0.67,-0.5897,1.1214,0.0447,0
22761521,0.2601,0.2034,0.6665,-0.6683,-1.462,2.8042,-0.2912,0
22762022,0.2521,0.1796,0.6937,-0.6504,-3.4124,2.995,0.5788,0
22762522,0.2409,0.1315,0.7345,-0.6206,-5.2874,1.5913,2.4505,0
22763022,0.1951,0.0759,0.7699,-0.6029,-4.1547,1.4499,2.6373,0
22763522,0.1205,0.0226,0.7989,-0.5888,-2.1882,0.811,3.145,0
22764022,0.0339,-0.0248,0.8136,-0.5799,1.3711,1.0163,3.1921,0
22764522,-0.0491,-0.0605,0.8163,-0.5724,2.9399,0.9058,1.3223,0
22765022,-0.1232,-0.0899,0.8118,-0.5636,4.2225,0.7928,-1.493,0
22765522,0.1811,0.1169,-0.8085,0.5476,2.7089,0.272,-3.9528,0
22766022,-0.2237,-0.1426,0.8155,-0.5143,2.0039,-0.203,-4.3298,0
22766522,-0.2557,-0.1661,0.8304,-0.4662,0.8995,-0.26,-3.7354,0
22767022,-0.2738,-0.1856,0.8499,-0.4101,0.4011,-0.206,-2.5565,0
22767522,-0.2825,-0.1978,0.8699,-0.3527,0.9416,-0.3859,0.0065,0
22768022,-0.2827,-0.201,0.8861,-0.3073,1.1376,-0.3234,1.1696,0
22768522,-0.2757,-0.1938,0.8957,-0.2902,0.5809,-0.1704,1.8245,0
22769022,-0.274,-0.174,0.8943,-0.308,0.9427,-0.3149,-0.0821,0
22769522,-0.2723,-0.1436,0.8851,-0.3491,0.636,-0.5263,-1.0803,0
22770022,0.2633,0.1055,-0.8703,0.4027,0.5289,-0.3637,-2.5172,0
22770522,0.2476,0.0599,-0.8501,0.4609,0.2772,-1.7471,-1.8185,0
22771022,0.2467,0.0084,-0.8195,0.5171,1.6002,0.7709,-3.3176,0
22771522,0.2384,-0.0579,-0.7852,0.5686,1.1989,-0.2332,-1.5572,0
22772022,0.2138,-0.1291,-0.7498,0.6127,0.9954,-1.3545,0.5885,0
22772522,0.1767,-0.197,-0.7063,0.6565,0.5808,-1.0037,1.1107,0
22773022,0.1241,-0.2521,-0.6678,0.6893,-0.0758,-0.9399,1.3207,0
22773522,0.0653,-0.2841,-0.6481,0.7035,-0.1957,-0.1012,2.901,0
22774022,0.0167,-0.3033,-0.6309,0.7139,-0.1843,0.8626,1.8911,0
22774522,-0.0269,-0.3092,-0.6198,0.7208,-0.6269,1.2054,1.0719,0
22775022,-0.0576,-0.3103,-0.6127,0.7246,-0.7681,1.1988,0.3147,0
22775522,-0.0821,-0.3102,-0.6099,0.7246,-0.9755,1.5816,0.5609,0
22776022,-0.0879,-0.3086,-0.6141,0.7211,-0.6376,2.0378,0.7906,0
22776522,-0.0872,-0.3122,-0.6137,0.7199,-0.8905,0.3905,0.5404,0
22777022,-0.0809,-0.313,-0.6142,0.7199,-0.7139,-0.5169,0.9121,0
22777522,-0.068,-0.3099,-0.6166,0.7205,-0.9077,-0.0367,0.8306,0
22778022,-0.0477,-0.2992,-0.6203,0.7235,-1.2365,0.2669,1.1889,0
22778522,-0.0132,-0.2789,-0.6319,0.723,-1.238,1.445,1.9268,0
22779022,0.0349,-0.2435,-0.6553,0.7142,-2.4845,2.3421,3.7767,0
22779522,0.1003,-0.1833,-0.6911,0.6918,-0.2321,1.3819,3.9412,0
22780022,0.1639,-0.1022,-0.7331,0.6522,1.5468,0.1758,3.228,0
22780522,0.219,-0.0215,-0.7637,0.607,2.2492,-0.4595,0.1522,0
22781022,0.2649,0.0463,-0.7821,0.5621,2.0761,-1.0758,-1.6057,0
22781522,0.3004,0.1087,-0.7911,0.5217,1.4643,-2.5322,-1.4627,0
22782022,0.3292,0.1629,-0.7917,0.4881,1.4105,-0.4201,-4.2692,0
22782522,-0.3457,-0.2067,0.7947,-0.454,-0.0654,-0.4833,-3.8165,0
22783022,-0.3554,-0.2408,0.801,-0.4172,-0.4873,0.2096,-4.5453,0
22783522,-0.3562,-0.2647,0.812,-0.3791,-0.7365,1.2717,-3.1425,0
22784022,-0.3453,-0.2763,0.8275,-0.346,0.0553,1.9028,-0.8248,0
22784522,-0.3312,-0.2755,0.8398,-0.3303,0.0664,1.5737,1.5963,0
22785022,-0.3192,-0.2599,0.8451,-0.3411,0.0273,0.753,1.2619,0
22785522,-0.3088,-0.2327,0.8425,-0.3751,0.193,0.5986,-1.1118,0
22786022,-0.291,-0.1912,0.8354,-0.4254,-0.0878,0.0338,-2.0821,0
22786522,0.2676,0.1405,-0.818,0.4893,0.1493,-0.189,-1.6538,0
22787022,0.2459,0.0786,-0.7901,0.556,0.6353,0.097,-2.1767,0
22787522,0.2287,0.0092,-0.7555,0.6139,0.2274,0.5628,-0.6037,0
22788022,0.2103,-0.0676,-0.7109,0.6677,0.6992,0.2168,-0.4129,0
22788522,0.1783,-0.1475,-0.6622,0.7127,1.6318,-0.4044,-0.6171,0
22789022,0.126,-0.2152,-0.6236,0.7409,2.1481,-0.787,0.3246,0
22789522,0.0592,-0.2629,-0.5993,0.7538,0.4886,-0.925,1.5956,0
22790022,-0.0113,-0.2899,-0.5954,0.7492,-0.2922,0.4587,3.4642,0
22790522,-0.0674,-0.2992,-0.5947,0.7431,-3.1997,2.1219,3.6759,0
22791022,-0.0916,-0.3032,-0.5965,0.7375,-3.225,3.256,2.1402,0
22791522,-0.0934,-0.3069,-0.5984,0.7342,-2.999,1.4898,1.4613,0
22792022,-0.0805,-0.3064,-0.5966,0.7374,-1.5353,-0.0102,1.3294,0
22792522,-0.0554,-0.2986,-0.5967,0.7427,-0.3086,-0.003,1.117,0
22793022,-0.0239,-0.2735,-0.6047,0.7476,-1.6381,-0.9648,2.2321,0
22793522,0.0158,-0.2314,-0.6193,0.7501,-1.5707,-0.202,2.6655,0
22794022,0.0677,-0.1781,-0.636,0.7478,-0.2562,0.8675,1.8736,0
22794522,0.1191,-0.1103,-0.6609,0.7327,1.2218,1.277,0.9185,0
22795022,0.1601,-0.0359,-0.6894,0.7055,1.4633,1.4779,-0.4584,0
22795522,0.1905,0.0323,-0.7178,0.6689,1.4246,1.3134,-1.8258,0
22796022,0.2148,0.0883,-0.7397,0.6316,0.4747,-0.2528,-1.6776,0
22796522,0.2368,0.1327,-0.7607,0.5897,0.4655,-0.3442,-3.5895,0
22797022,0.2563,0.171,-0.7841,0.5388,0.0923,-0.3578,-2.9293,0
22797522,-0.2674,-0.2046,0.8067,-0.4857,0.2907,-0.288,-2.8299,0
22798022,-0.2674,-0.2309,0.8284,-0.4347,0.3892,0.2983,-3.1735,0
22798522,-0.2527,-0.252,0.8503,-0.3869,0.7557,-0.5879,-1.4265,0
22799022,-0.2304,-0.2722,0.8669,-0.3484,0.1006,0.1332,1.2971,0
22799522,-0.2099,-0.2854,0.874,-0.3325,-1.082,-0.0671,5.3952,0
22800022,-0.2049,-0.2863,0.8675,-0.3515,-1.53,1.2619,4.4223,0
22800522,-0.2137,-0.274,0.8527,-0.3901,-0.3624,1.509,1.2046,0
22801022,-0.2228,-0.2506,0.8324,-0.4412,-0.0328,0.6547,-0.9565,0
22801522,-0.2278,-0.216,0.8065,-0.5011,-0.6613,0.9415,-1.9636,0
22802022,-0.2294,-0.1732,0.7754,-0.5622,0.0983,0.6187,-2.5296,0
