SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
22762963,0.7339,-0.4676,0.4529,-0.1938,0.7658,-2.8856,5.4619,0
22763463,0.7333,-0.4686,0.4503,-0.1999,-0.2418,-0.4799,2.6771,0
22763963,0.7385,-0.4543,0.466,-0.1765,-0.4419,-1.7034,2.2692,0
22764463,0.7543,-0.4241,0.4752,-0.1592,-1.0678,-6.0263,1.6995,0
22764963,0.7802,-0.3593,0.4842,-0.1666,-0.6018,-3.1798,-2.0603,0
22765463,0.7963,-0.3101,0.495,-0.1572,-0.1615,-2.8792,-4.156,0
22765963,0.8062,-0.2615,0.513,-0.1361,-1.0138,-3.6138,-5.6906,0
22766464,0.8183,-0.1835,0.5295,-0.1273,-0.237,0.4983,-6.7725,0
22766964,0.8201,-0.1187,0.5494,-0.1076,-1.4297,1.4839,-5.2641,0
22767464,0.818,-0.0293,0.5635,-0.1114,-1.2346,4.8726,-3.3127,0
22767964,0.8103,0.0316,0.5742,-0.113,-1.2021,7.3092,-0.5298,0
22768464,0.8032,0.0455,0.5838,-0.1091,-1.6093,7.328,0.9165,0
22768964,0.8002,0.0251,0.5892,-0.1091,-1.6229,6.5161,-0.4326,0
22769464,0.8009,-0.0279,0.5877,-0.111,-1.7263,4.5438,-2.5401,0
22769964,0.8003,-0.1079,0.5785,-0.115,-0.897,2.639,-4.2224,0
22770464,0.7912,-0.2216,0.5594,-0.1097,-0.4031,-0.1753,-5.5006,0
22770964,0.7609,-0.3418,0.5425,-0.0994,-1.5703,-4.6467,-3.8357,0
22771464,0.7432,-0.4067,0.5183,-0.1166,0.3653,-2.985,-2.1909,0
22771964,0.7252,-0.4611,0.4922,-0.1386,0.7276,-1.0716,-1.3228,0
22772464,0.6963,-0.5263,0.4617,-0.1579,1.3727,-0.8009,-0.7658,0
22772964,0.667,-0.5751,0.4299,-0.1989,1.1201,-0.0061,0.4656,0
22773464,0.6244,-0.6341,0.3919,-0.2333,2.8429,-0.2716,2.4686,0
22773964,0.5956,-0.6598,0.3658,-0.2759,0.1992,-0.9029,4.9438,0
22774464,0.5794,-0.6745,0.3411,-0.3049,1.0282,-0.4342,3.3846,0
22774964,0.5691,-0.6785,0.3379,-0.3187,0.111,0.8907,3.4041,0
22775464,0.5657,-0.672,0.3516,-0.3237,-1.0655,0.9901,5.3213,0
